10000; 0.127
20000; 0.420
30000; 0.949
40000; 1.651
50000; 7.434
60000; 6.733
70000; 14.770
80000; 6.713
90000; 23.532
100000; 10.460
10000; 0.106
20000; 0.429
30000; 1.076
40000; 1.681
10000; 0.114
20000; 0.421
10000; 0.109
20000; 0.426
30000; 0.933
40000; 2.813
