10000; 0.182
20000; 0.736
30000; 1.580
40000; 2.784
50000; 12.802
60000; 18.550
70000; 17.762
80000; 11.196
90000; 41.365
10000; 0.180
20000; 0.700
30000; 1.588
40000; 2.822
10000; 0.208
20000; 0.709
10000; 0.173
20000; 0.697
30000; 1.631
40000; 3.365
