10000; 0.003
20000; 0.006
30000; 0.008
40000; 0.011
50000; 0.041
60000; 0.041
70000; 0.018
80000; 0.027
90000; 0.071
100000; 0.029
10000; 0.002
20000; 0.004
30000; 0.006
40000; 0.010
10000; 0.003
20000; 0.006
10000; 0.003
20000; 0.004
30000; 0.007
40000; 0.008
