10000; 0.104
20000; 0.367
30000; 0.827
40000; 1.482
50000; 2.286
60000; 3.477
70000; 9.699
80000; 5.929
90000; 16.210
10000; 0.100
20000; 0.376
30000; 0.863
40000; 1.464
50000; 2.369
10000; 0.120
20000; 0.371
10000; 0.107
20000; 0.369
30000; 0.837
40000; 1.599
