10000; 0.064
20000; 0.212
30000; 0.474
40000; 0.858
50000; 1.547
60000; 1.878
70000; 7.436
80000; 3.515
90000; 4.384
100000; 15.105
10000; 0.059
20000; 0.209
30000; 0.477
40000; 0.832
10000; 0.062
20000; 0.209
10000; 0.062
20000; 0.207
30000; 0.466
40000; 0.830
